Name,Genus-3D,L-space
13a_3004,2,No
13a_3005,4,No
13a_3006,4,No
13a_3007,5,No
13a_3008,4,No
13a_3009,3,No
13a_3010,5,No
13a_3011,4,No
13a_3012,4,No
13a_3013,3,No
13a_3014,3,No
13a_3015,4,No
13a_3016,4,No
13a_3017,3,No
13a_3018,4,No
13a_3019,3,No
13a_3020,3,No
13a_3021,3,No
13a_3022,2,No
13a_3023,3,No
13a_3024,4,No
13a_3025,4,No
13a_3026,3,No
13a_3027,4,No
13a_3028,4,No
13a_3029,3,No
13a_3030,3,No
13a_3031,2,No
13a_3032,2,No
13a_3033,2,No
13a_3034,5,No
13a_3035,5,No
13a_3036,4,No
13a_3037,5,No
13a_3038,4,No
13a_3039,5,No
13a_3040,4,No
13a_3041,5,No
13a_3042,5,No
13a_3043,5,No
13a_3044,5,No
13a_3045,4,No
13a_3046,5,No
13a_3047,4,No
13a_3048,5,No
13a_3049,4,No
13a_3050,4,No
13a_3051,4,No
13a_3052,4,No
13a_3053,4,No
13a_3054,4,No
13a_3055,4,No
13a_3056,4,No
13a_3057,4,No
13a_3058,5,No
13a_3059,4,No
13a_3060,3,No
13a_3061,4,No
13a_3062,4,No
13a_3063,4,No
13a_3064,4,No
13a_3065,3,No
13a_3066,4,No
13a_3067,4,No
13a_3068,5,No
13a_3069,4,No
13a_3070,4,No
13a_3071,5,No
13a_3072,4,No
13a_3073,5,No
13a_3074,4,No
13a_3075,5,No
13a_3076,4,No
13a_3077,4,No
13a_3078,5,No
13a_3079,4,No
13a_3080,5,No
13a_3081,5,No
13a_3082,4,No
13a_3083,5,No
13a_3084,5,No
13a_3085,4,No
13a_3086,4,No
13a_3087,4,No
13a_3088,5,No
13a_3089,3,No
13a_3090,3,No
13a_3091,4,No
13a_3092,5,No
13a_3093,4,No
13a_3094,4,No
13a_3095,3,No
13a_3096,4,No
13a_3097,3,No
13a_3098,3,No
13a_3099,3,No
13a_3100,2,No
13a_3101,4,No
13a_3102,3,No
13a_3103,3,No
13a_3104,2,No
13a_3105,3,No
13a_3106,4,No
13a_3107,2,No
13a_3108,5,No
13a_3109,5,No
13a_3110,5,No
13a_3111,4,No
13a_3112,4,No
13a_3113,4,No
13a_3114,3,No
13a_3115,3,No
13a_3116,4,No
13a_3117,3,No
13a_3118,4,No
13a_3119,4,No
13a_3120,3,No
13a_3121,2,No
13a_3122,4,No
13a_3123,3,No
13a_3124,2,No
13a_3125,4,No
13a_3126,4,No
13a_3127,3,No
13a_3128,3,No
13a_3129,3,No
13a_3130,3,No
13a_3131,4,No
13a_3132,5,No
13a_3133,4,No
13a_3134,3,No
13a_3135,4,No
13a_3136,3,No
13a_3137,3,No
13a_3138,2,No
13a_3139,3,No
13a_3140,4,No
13a_3141,3,No
13a_3142,2,No
13a_3143,1,No
13a_3144,5,No
13a_3145,5,No
13a_3146,5,No
13a_3147,5,No
13a_3148,5,No
13a_3149,5,No
13a_3150,5,No
13a_3151,4,No
13a_3152,5,No
13a_3153,4,No
13a_3154,4,No
13a_3155,3,No
13a_3156,5,No
13a_3157,4,No
13a_3158,5,No
13a_3159,4,No
13a_3160,3,No
13a_3161,5,No
13a_3162,5,No
13a_3163,4,No
13a_3164,5,No
13a_3165,4,No
13a_3166,5,No
13a_3167,5,No
13a_3168,5,No
13a_3169,5,No
13a_3170,5,No
13a_3171,5,No
13a_3172,4,No
13a_3173,5,No
13a_3174,4,No
13a_3175,4,No
13a_3176,3,No
13a_3177,5,No
13a_3178,4,No
13a_3179,5,No
13a_3180,5,No
13a_3181,4,No
13a_3182,5,No
13a_3183,4,No
13a_3184,5,No
13a_3185,4,No
13a_3186,5,No
13a_3187,4,No
13a_3188,5,No
13a_3189,5,No
13a_3190,5,No
13a_3191,5,No
13a_3192,5,No
13a_3193,4,No
13a_3194,5,No
13a_3195,4,No
13a_3196,5,No
13a_3197,4,No
13a_3198,5,No
13a_3199,4,No
13a_3200,5,No
13a_3201,4,No
13a_3202,4,No
13a_3203,3,No
13a_3204,5,No
13a_3205,5,No
13a_3206,5,No
13a_3207,5,No
13a_3208,5,No
13a_3209,5,No
13a_3210,5,No
13a_3211,5,No
13a_3212,5,No
13a_3213,5,No
13a_3214,5,No
13a_3215,4,No
13a_3216,5,No
13a_3217,4,No
13a_3218,3,No
13a_3219,5,No
13a_3220,5,No
13a_3221,5,No
13a_3222,5,No
13a_3223,5,No
13a_3224,4,No
13a_3225,4,No
13a_3226,4,No
13a_3227,5,No
13a_3228,5,No
13a_3229,4,No
13a_3230,4,No
13a_3231,4,No
13a_3232,5,No
13a_3233,4,No
13a_3234,5,No
13a_3235,5,No
13a_3236,4,No
13a_3237,5,No
13a_3238,4,No
13a_3239,5,No
13a_3240,4,No
13a_3241,4,No
13a_3242,4,No
13a_3243,5,No
13a_3244,4,No
13a_3245,5,No
13a_3246,5,No
13a_3247,5,No
13a_3248,5,No
13a_3249,5,No
13a_3250,4,No
13a_3251,4,No
13a_3252,4,No
13a_3253,4,No
13a_3254,4,No
13a_3255,4,No
13a_3256,4,No
13a_3257,5,No
13a_3258,5,No
13a_3259,5,No
13a_3260,5,No
13a_3261,5,No
13a_3262,5,No
13a_3263,5,No
13a_3264,5,No
13a_3265,5,No
13a_3266,5,No
13a_3267,5,No
13a_3268,4,No
13a_3269,4,No
13a_3270,3,No
13a_3271,4,No
13a_3272,4,No
13a_3273,4,No
13a_3274,5,No
13a_3275,5,No
13a_3276,5,No
13a_3277,5,No
13a_3278,4,No
13a_3279,5,No
13a_3280,4,No
13a_3281,5,No
13a_3282,4,No
13a_3283,4,No
13a_3284,5,No
13a_3285,4,No
13a_3286,4,No
13a_3287,5,No
13a_3288,4,No
13a_3289,5,No
13a_3290,4,No
13a_3291,5,No
13a_3292,5,No
13a_3293,5,No
13a_3294,5,No
13a_3295,5,No
13a_3296,5,No
13a_3297,4,No
13a_3298,5,No
13a_3299,4,No
13a_3300,3,No
13a_3301,5,No
13a_3302,5,No
13a_3303,5,No
13a_3304,5,No
13a_3305,4,No
13a_3306,4,No
13a_3307,3,No
13a_3308,5,No
13a_3309,5,No
13a_3310,4,No
13a_3311,5,No
13a_3312,5,No
13a_3313,4,No
13a_3314,5,No
13a_3315,4,No
13a_3316,4,No
13a_3317,5,No
13a_3318,4,No
13a_3319,4,No
13a_3320,5,No
13a_3321,5,No
13a_3322,3,No
13a_3323,5,No
13a_3324,4,No
13a_3325,3,No
13a_3326,5,No
13a_3327,4,No
13a_3328,4,No
13a_3329,4,No
13a_3330,5,No
13a_3331,5,No
13a_3332,5,No
13a_3333,5,No
13a_3334,4,No
13a_3335,5,No
13a_3336,5,No
13a_3337,4,No
13a_3338,4,No
13a_3339,4,No
13a_3340,4,No
13a_3341,5,No
13a_3342,3,No
13a_3343,5,No
13a_3344,4,No
13a_3345,5,No
13a_3346,5,No
13a_3347,5,No
13a_3348,5,No
13a_3349,5,No
13a_3350,4,No
13a_3351,5,No
13a_3352,4,No
13a_3353,3,No
13a_3354,5,No
13a_3355,5,No
13a_3356,5,No
13a_3357,5,No
13a_3358,5,No
13a_3359,4,No
13a_3360,5,No
13a_3361,4,No
13a_3362,4,No
13a_3363,5,No
13a_3364,4,No
13a_3365,5,No
13a_3366,5,No
13a_3367,3,No
13a_3368,5,No
13a_3369,4,No
13a_3370,3,No
13a_3371,5,No
13a_3372,4,No
13a_3373,5,No
13a_3374,5,No
13a_3375,5,No
13a_3376,5,No
13a_3377,5,No
13a_3378,4,No
13a_3379,4,No
13a_3380,5,No
13a_3381,4,No
13a_3382,5,No
13a_3383,5,No
13a_3384,4,No
13a_3385,5,No
13a_3386,4,No
13a_3387,4,No
13a_3388,5,No
13a_3389,4,No
13a_3390,5,No
13a_3391,5,No
13a_3392,3,No
13a_3393,5,No
13a_3394,5,No
13a_3395,5,No
13a_3396,5,No
13a_3397,5,No
13a_3398,4,No
13a_3399,5,No
13a_3400,5,No
13a_3401,5,No
13a_3402,5,No
13a_3403,5,No
13a_3404,5,No
13a_3405,5,No
13a_3406,5,No
13a_3407,5,No
13a_3408,4,No
13a_3409,5,No
13a_3410,5,No
13a_3411,5,No
13a_3412,5,No
13a_3413,5,No
13a_3414,5,No
13a_3415,5,No
13a_3416,4,No
13a_3417,5,No
13a_3418,5,No
13a_3419,5,No
13a_3420,4,No
13a_3421,5,No
13a_3422,4,No
13a_3423,5,No
13a_3424,4,No
13a_3425,5,No
13a_3426,4,No
13a_3427,5,No
13a_3428,5,No
13a_3429,5,No
13a_3430,4,No
13a_3431,5,No
13a_3432,4,No
13a_3433,5,No
13a_3434,4,No
13a_3435,5,No
13a_3436,4,No
13a_3437,5,No
13a_3438,5,No
13a_3439,4,No
13a_3440,5,No
13a_3441,4,No
13a_3442,4,No
13a_3443,5,No
13a_3444,4,No
13a_3445,4,No
13a_3446,5,No
13a_3447,4,No
13a_3448,5,No
13a_3449,5,No
13a_3450,4,No
13a_3451,4,No
13a_3452,4,No
13a_3453,3,No
13a_3454,3,No
13a_3455,3,No
13a_3456,2,No
13a_3457,5,No
13a_3458,4,No
13a_3459,4,No
13a_3460,5,No
13a_3461,4,No
13a_3462,5,No
13a_3463,4,No
13a_3464,5,No
13a_3465,5,No
13a_3466,4,No
13a_3467,5,No
13a_3468,4,No
13a_3469,5,No
13a_3470,5,No
13a_3471,5,No
13a_3472,5,No
13a_3473,5,No
13a_3474,4,No
13a_3475,4,No
13a_3476,3,No
13a_3477,5,No
13a_3478,5,No
13a_3479,4,No
13a_3480,4,No
13a_3481,4,No
13a_3482,4,No
13a_3483,3,No
13a_3484,3,No
13a_3485,4,No
13a_3486,4,No
13a_3487,3,No
13a_3488,5,No
13a_3489,4,No
13a_3490,4,No
13a_3491,3,No
13a_3492,5,No
13a_3493,5,No
13a_3494,4,No
13a_3495,4,No
13a_3496,4,No
13a_3497,4,No
13a_3498,4,No
13a_3499,5,No
13a_3500,4,No
13a_3501,5,No
13a_3502,5,No
13a_3503,5,No
13a_3504,4,No
13a_3505,4,No
13a_3506,5,No
13a_3507,5,No
13a_3508,5,No
13a_3509,5,No
13a_3510,5,No
13a_3511,4,No
13a_3512,3,No
13a_3513,4,No
13a_3514,3,No
13a_3515,5,No
13a_3516,5,No
13a_3517,5,No
13a_3518,5,No
13a_3519,4,No
13a_3520,4,No
13a_3521,4,No
13a_3522,4,No
13a_3523,5,No
13a_3524,4,No
13a_3525,4,No
13a_3526,4,No
13a_3527,3,No
13a_3528,4,No
13a_3529,3,No
13a_3530,4,No
13a_3531,3,No
13a_3532,4,No
13a_3533,3,No
13a_3534,5,No
13a_3535,4,No
13a_3536,5,No
13a_3537,4,No
13a_3538,4,No
13a_3539,5,No
13a_3540,4,No
13a_3541,4,No
13a_3542,5,No
13a_3543,4,No
13a_3544,5,No
13a_3545,4,No
13a_3546,4,No
13a_3547,3,No
13a_3548,5,No
13a_3549,4,No
13a_3550,4,No
13a_3551,4,No
13a_3552,4,No
13a_3553,4,No
13a_3554,3,No
13a_3555,4,No
13a_3556,3,No
13a_3557,5,No
13a_3558,5,No
13a_3559,5,No
13a_3560,4,No
13a_3561,4,No
13a_3562,5,No
13a_3563,4,No
13a_3564,5,No
13a_3565,4,No
13a_3566,4,No
13a_3567,4,No
13a_3568,3,No
13a_3569,5,No
13a_3570,4,No
13a_3571,5,No
13a_3572,4,No
13a_3573,3,No
13a_3574,5,No
13a_3575,5,No
13a_3576,5,No
13a_3577,4,No
13a_3578,4,No
13a_3579,4,No
13a_3580,5,No
13a_3581,4,No
13a_3582,5,No
13a_3583,5,No
13a_3584,5,No
13a_3585,4,No
13a_3586,5,No
13a_3587,4,No
13a_3588,3,No
13a_3589,4,No
13a_3590,3,No
13a_3591,4,No
13a_3592,3,No
13a_3593,3,No
13a_3594,3,No
13a_3595,2,No
13a_3596,4,No
13a_3597,3,No
13a_3598,3,No
13a_3599,4,No
13a_3600,3,No
13a_3601,3,No
13a_3602,4,No
13a_3603,4,No
13a_3604,3,No
13a_3605,5,No
13a_3606,4,No
13a_3607,4,No
13a_3608,3,No
13a_3609,4,No
13a_3610,3,No
13a_3611,3,No
13a_3612,2,No
13a_3613,5,No
13a_3614,4,No
13a_3615,4,No
13a_3616,4,No
13a_3617,4,No
13a_3618,4,No
13a_3619,5,No
13a_3620,4,No
13a_3621,4,No
13a_3622,3,No
13a_3623,4,No
13a_3624,3,No
13a_3625,4,No
13a_3626,3,No
13a_3627,4,No
13a_3628,5,No
13a_3629,5,No
13a_3630,4,No
13a_3631,4,No
13a_3632,3,No
13a_3633,5,No
13a_3634,4,No
13a_3635,4,No
13a_3636,3,No
13a_3637,4,No
13a_3638,3,No
13a_3639,5,No
13a_3640,5,No
13a_3641,4,No
13a_3642,5,No
13a_3643,4,No
13a_3644,5,No
13a_3645,5,No
13a_3646,4,No
13a_3647,5,No
13a_3648,4,No
13a_3649,3,No
13a_3650,5,No
13a_3651,4,No
13a_3652,4,No
13a_3653,5,No
13a_3654,4,No
13a_3655,5,No
13a_3656,4,No
13a_3657,5,No
13a_3658,4,No
13a_3659,5,No
13a_3660,4,No
13a_3661,5,No
13a_3662,4,No
13a_3663,5,No
13a_3664,5,No
13a_3665,4,No
13a_3666,4,No
13a_3667,5,No
13a_3668,5,No
13a_3669,5,No
13a_3670,4,No
13a_3671,3,No
13a_3672,4,No
13a_3673,5,No
13a_3674,5,No
13a_3675,4,No
13a_3676,5,No
13a_3677,4,No
13a_3678,4,No
13a_3679,4,No
13a_3680,4,No
13a_3681,3,No
13a_3682,4,No
13a_3683,4,No
13a_3684,4,No
13a_3685,4,No
13a_3686,3,No
13a_3687,3,No
13a_3688,5,No
13a_3689,4,No
13a_3690,4,No
13a_3691,2,No
13a_3692,3,No
13a_3693,2,No
13a_3694,3,No
13a_3695,4,No
13a_3696,3,No
13a_3697,4,No
13a_3698,3,No
13a_3699,3,No
13a_3700,4,No
13a_3701,4,No
13a_3702,3,No
13a_3703,4,No
13a_3704,3,No
13a_3705,3,No
13a_3706,2,No
13a_3707,4,No
13a_3708,3,No
13a_3709,4,No
13a_3710,4,No
13a_3711,3,No
13a_3712,4,No
13a_3713,3,No
13a_3714,4,No
13a_3715,3,No
13a_3716,2,No
13a_3717,4,No
13a_3718,3,No
13a_3719,5,No
13a_3720,4,No
13a_3721,5,No
13a_3722,5,No
13a_3723,5,No
13a_3724,4,No
13a_3725,5,No
13a_3726,5,No
13a_3727,5,No
13a_3728,5,No
13a_3729,4,No
13a_3730,5,No
13a_3731,4,No
13a_3732,4,No
13a_3733,5,No
13a_3734,5,No
13a_3735,5,No
13a_3736,4,No
13a_3737,5,No
13a_3738,5,No
13a_3739,5,No
13a_3740,5,No
13a_3741,4,No
13a_3742,5,No
13a_3743,5,No
13a_3744,5,No
13a_3745,4,No
13a_3746,4,No
13a_3747,3,No
13a_3748,5,No
13a_3749,4,No
13a_3750,5,No
13a_3751,4,No
13a_3752,4,No
13a_3753,5,No
13a_3754,5,No
13a_3755,5,No
13a_3756,4,No
13a_3757,5,No
13a_3758,4,No
13a_3759,4,No
13a_3760,4,No
13a_3761,3,No
13a_3762,4,No
13a_3763,5,No
13a_3764,5,No
13a_3765,5,No
13a_3766,5,No
13a_3767,5,No
13a_3768,4,No
13a_3769,5,No
13a_3770,5,No
13a_3771,4,No
13a_3772,4,No
13a_3773,4,No
13a_3774,4,No
13a_3775,4,No
13a_3776,4,No
13a_3777,3,No
13a_3778,3,No
13a_3779,4,No
13a_3780,4,No
13a_3781,5,No
13a_3782,4,No
13a_3783,4,No
13a_3784,3,No
13a_3785,5,No
13a_3786,5,No
13a_3787,4,No
13a_3788,4,No
13a_3789,4,No
13a_3790,5,No
13a_3791,4,No
13a_3792,4,No
13a_3793,5,No
13a_3794,4,No
13a_3795,4,No
13a_3796,4,No
13a_3797,5,No
13a_3798,4,No
13a_3799,4,No
13a_3800,4,No
13a_3801,3,No
13a_3802,5,No
13a_3803,4,No
13a_3804,5,No
13a_3805,5,No
13a_3806,4,No
13a_3807,4,No
13a_3808,4,No
13a_3809,3,No
13a_3810,5,No
13a_3811,5,No
13a_3812,5,No
13a_3813,4,No
13a_3814,3,No
13a_3815,4,No
13a_3816,4,No
13a_3817,4,No
13a_3818,4,No
13a_3819,3,No
13a_3820,4,No
13a_3821,4,No
13a_3822,3,No
13a_3823,5,No
13a_3824,5,No
13a_3825,3,No
13a_3826,3,No
13a_3827,5,No
13a_3828,5,No
13a_3829,4,No
13a_3830,4,No
13a_3831,4,No
13a_3832,4,No
13a_3833,3,No
13a_3834,3,No
13a_3835,4,No
13a_3836,5,No
13a_3837,4,No
13a_3838,4,No
13a_3839,4,No
13a_3840,5,No
13a_3841,4,No
13a_3842,4,No
13a_3843,5,No
13a_3844,4,No
13a_3845,4,No
13a_3846,5,No
13a_3847,4,No
13a_3848,4,No
13a_3849,5,No
13a_3850,5,No
13a_3851,4,No
13a_3852,4,No
13a_3853,4,No
13a_3854,4,No
13a_3855,5,No
13a_3856,4,No
13a_3857,5,No
13a_3858,4,No
13a_3859,4,No
13a_3860,5,No
13a_3861,4,No
13a_3862,4,No
13a_3863,5,No
13a_3864,4,No
13a_3865,3,No
13a_3866,4,No
13a_3867,4,No
13a_3868,3,No
13a_3869,5,No
13a_3870,4,No
13a_3871,4,No
13a_3872,4,No
13a_3873,3,No
13a_3874,4,No
13a_3875,4,No
13a_3876,4,No
13a_3877,5,No
13a_3878,5,No
13a_3879,4,No
13a_3880,4,No
13a_3881,3,No
13a_3882,5,No
13a_3883,4,No
13a_3884,5,No
13a_3885,5,No
13a_3886,4,No
13a_3887,4,No
13a_3888,5,No
13a_3889,4,No
13a_3890,3,No
13a_3891,4,No
13a_3892,5,No
13a_3893,4,No
13a_3894,4,No
13a_3895,5,No
13a_3896,4,No
13a_3897,4,No
13a_3898,3,No
13a_3899,5,No
13a_3900,4,No
13a_3901,4,No
13a_3902,3,No
13a_3903,5,No
13a_3904,5,No
13a_3905,4,No
13a_3906,3,No
13a_3907,4,No
13a_3908,4,No
13a_3909,5,No
13a_3910,5,No
13a_3911,5,No
13a_3912,4,No
13a_3913,5,No
13a_3914,4,No
13a_3915,3,No
13a_3916,3,No
13a_3917,2,No
13a_3918,4,No
13a_3919,5,No
13a_3920,4,No
13a_3921,5,No
13a_3922,5,No
13a_3923,4,No
13a_3924,4,No
13a_3925,4,No
13a_3926,4,No
13a_3927,3,No
13a_3928,4,No
13a_3929,4,No
13a_3930,3,No
13a_3931,4,No
13a_3932,4,No
13a_3933,3,No
13a_3934,4,No
13a_3935,4,No
13a_3936,3,No
13a_3937,4,No
13a_3938,4,No
13a_3939,5,No
13a_3940,4,No
13a_3941,4,No
13a_3942,4,No
13a_3943,4,No
13a_3944,4,No
13a_3945,4,No
13a_3946,4,No
13a_3947,3,No
13a_3948,3,No
13a_3949,5,No
13a_3950,4,No
13a_3951,5,No
13a_3952,5,No
13a_3953,4,No
13a_3954,5,No
13a_3955,4,No
13a_3956,4,No
13a_3957,5,No
13a_3958,4,No
13a_3959,4,No
13a_3960,4,No
13a_3961,4,No
13a_3962,3,No
13a_3963,3,No
13a_3964,4,No
13a_3965,4,No
13a_3966,3,No
13a_3967,3,No
13a_3968,3,No
13a_3969,3,No
13a_3970,4,No
13a_3971,3,No
13a_3972,4,No
13a_3973,4,No
13a_3974,4,No
13a_3975,3,No
13a_3976,3,No
13a_3977,3,No
13a_3978,4,No
13a_3979,4,No
13a_3980,4,No
13a_3981,3,No
13a_3982,5,No
13a_3983,4,No
13a_3984,4,No
13a_3985,3,No
13a_3986,5,No
13a_3987,4,No
13a_3988,4,No
13a_3989,3,No
13a_3990,3,No
13a_3991,2,No
13a_3992,5,No
13a_3993,4,No
13a_3994,5,No
13a_3995,4,No
13a_3996,3,No
13a_3997,5,No
13a_3998,4,No
13a_3999,4,No
13a_4000,4,No
13a_4001,4,No
13a_4002,4,No
13a_4003,4,No
13a_4004,4,No
13a_4005,3,No
13a_4006,5,No
13a_4007,4,No
13a_4008,5,No
13a_4009,4,No
13a_4010,4,No
13a_4011,5,No
13a_4012,4,No
13a_4013,4,No
13a_4014,3,No
13a_4015,3,No
13a_4016,5,No
13a_4017,4,No
13a_4018,5,No
13a_4019,5,No
13a_4020,4,No
13a_4021,4,No
13a_4022,5,No
13a_4023,4,No
13a_4024,5,No
13a_4025,5,No
13a_4026,4,No
13a_4027,5,No
13a_4028,5,No
13a_4029,5,No
13a_4030,5,No
13a_4031,5,No
13a_4032,5,No
13a_4033,4,No
13a_4034,4,No
13a_4035,4,No
13a_4036,4,No
13a_4037,4,No
13a_4038,4,No
13a_4039,5,No
13a_4040,4,No
13a_4041,5,No
13a_4042,4,No
13a_4043,4,No
13a_4044,5,No
13a_4045,4,No
13a_4046,4,No
13a_4047,4,No
13a_4048,4,No
13a_4049,4,No
13a_4050,5,No
13a_4051,5,No
13a_4052,4,No
13a_4053,4,No
13a_4054,3,No
13a_4055,5,No
13a_4056,4,No
13a_4057,3,No
13a_4058,4,No
13a_4059,5,No
13a_4060,4,No
13a_4061,4,No
13a_4062,3,No
13a_4063,4,No
13a_4064,4,No
13a_4065,4,No
13a_4066,3,No
13a_4067,3,No
13a_4068,4,No
13a_4069,3,No
13a_4070,5,No
13a_4071,4,No
13a_4072,4,No
13a_4073,3,No
13a_4074,4,No
13a_4075,3,No
13a_4076,2,No
13a_4077,4,No
13a_4078,4,No
13a_4079,3,No
13a_4080,3,No
13a_4081,4,No
13a_4082,3,No
13a_4083,4,No
13a_4084,3,No
13a_4085,4,No
13a_4086,3,No
13a_4087,3,No
13a_4088,2,No
13a_4089,4,No
13a_4090,4,No
13a_4091,3,No
13a_4092,4,No
13a_4093,3,No
13a_4094,4,No
13a_4095,3,No
13a_4096,4,No
13a_4097,3,No
13a_4098,4,No
13a_4099,3,No
13a_4100,3,No
13a_4101,3,No
13a_4102,2,No
13a_4103,3,No
13a_4104,4,No
13a_4105,3,No
13a_4106,2,No
13a_4107,4,No
13a_4108,4,No
13a_4109,3,No
13a_4110,3,No
13a_4111,4,No
13a_4112,3,No
13a_4113,3,No
13a_4114,3,No
13a_4115,2,No
13a_4116,3,No
13a_4117,5,No
13a_4118,5,No
13a_4119,4,No
13a_4120,4,No
13a_4121,4,No
13a_4122,3,No
13a_4123,5,No
13a_4124,5,No
13a_4125,5,No
13a_4126,5,No
13a_4127,4,No
13a_4128,4,No
13a_4129,3,No
13a_4130,5,No
13a_4131,5,No
13a_4132,4,No
13a_4133,5,No
13a_4134,5,No
13a_4135,4,No
13a_4136,3,No
13a_4137,5,No
13a_4138,4,No
13a_4139,4,No
13a_4140,3,No
13a_4141,3,No
13a_4142,4,No
13a_4143,5,No
13a_4144,5,No
13a_4145,4,No
13a_4146,4,No
13a_4147,4,No
13a_4148,4,No
13a_4149,5,No
13a_4150,5,No
13a_4151,4,No
13a_4152,5,No
13a_4153,5,No
13a_4154,4,No
13a_4155,4,No
13a_4156,3,No
13a_4157,5,No
13a_4158,4,No
13a_4159,4,No
13a_4160,4,No
13a_4161,3,No
13a_4162,4,No
13a_4163,4,No
13a_4164,4,No
13a_4165,3,No
13a_4166,3,No
13a_4167,4,No
13a_4168,4,No
13a_4169,4,No
13a_4170,4,No
13a_4171,4,No
13a_4172,3,No
13a_4173,4,No
13a_4174,5,No
13a_4175,5,No
13a_4176,5,No
13a_4177,4,No
13a_4178,5,No
13a_4179,4,No
13a_4180,5,No
13a_4181,4,No
13a_4182,5,No
13a_4183,5,No
13a_4184,4,No
13a_4185,3,No
13a_4186,5,No
13a_4187,4,No
13a_4188,4,No
13a_4189,5,No
13a_4190,3,No
13a_4191,2,No
13a_4192,4,No
13a_4193,4,No
13a_4194,4,No
13a_4195,3,No
13a_4196,2,No
13a_4197,4,No
13a_4198,3,No
13a_4199,4,No
13a_4200,3,No
13a_4201,5,No
13a_4202,4,No
13a_4203,4,No
13a_4204,3,No
13a_4205,3,No
13a_4206,4,No
13a_4207,3,No
13a_4208,2,No
13a_4209,3,No
13a_4210,3,No
13a_4211,4,No
13a_4212,4,No
13a_4213,3,No
13a_4214,2,No
13a_4215,3,No
13a_4216,2,No
13a_4217,3,No
13a_4218,5,No
13a_4219,4,No
13a_4220,4,No
13a_4221,5,No
13a_4222,4,No
13a_4223,5,No
13a_4224,4,No
13a_4225,3,No
13a_4226,4,No
13a_4227,4,No
13a_4228,5,No
13a_4229,4,No
13a_4230,3,No
13a_4231,4,No
13a_4232,3,No
13a_4233,2,No
13a_4234,4,No
13a_4235,3,No
13a_4236,4,No
13a_4237,3,No
13a_4238,4,No
13a_4239,3,No
13a_4240,4,No
13a_4241,4,No
13a_4242,3,No
13a_4243,4,No
13a_4244,4,No
13a_4245,3,No
13a_4246,4,No
13a_4247,5,No
13a_4248,4,No
13a_4249,5,No
13a_4250,5,No
13a_4251,4,No
13a_4252,5,No
13a_4253,5,No
13a_4254,5,No
13a_4255,3,No
13a_4256,4,No
13a_4257,5,No
13a_4258,4,No
13a_4259,4,No
13a_4260,5,No
13a_4261,4,No
13a_4262,3,No
13a_4263,3,No
13a_4264,2,No
13a_4265,5,No
13a_4266,4,No
13a_4267,5,No
13a_4268,5,No
13a_4269,4,No
13a_4270,4,No
13a_4271,3,No
13a_4272,3,No
13a_4273,4,No
13a_4274,3,No
13a_4275,3,No
13a_4276,2,No
13a_4277,4,No
13a_4278,2,No
13a_4279,3,No
13a_4280,5,No
13a_4281,5,No
13a_4282,4,No
13a_4283,3,No
13a_4284,5,No
13a_4285,5,No
13a_4286,5,No
13a_4287,4,No
13a_4288,4,No
13a_4289,4,No
13a_4290,4,No
13a_4291,5,No
13a_4292,5,No
13a_4293,4,No
13a_4294,4,No
13a_4295,3,No
13a_4296,5,No
13a_4297,5,No
13a_4298,4,No
13a_4299,4,No
13a_4300,4,No
13a_4301,3,No
13a_4302,4,No
13a_4303,3,No
13a_4304,2,No
13a_4305,4,No
13a_4306,5,No
13a_4307,3,No
13a_4308,5,No
13a_4309,5,No
13a_4310,4,No
13a_4311,3,No
13a_4312,5,No
13a_4313,4,No
13a_4314,4,No
13a_4315,3,No
13a_4316,5,No
13a_4317,4,No
13a_4318,4,No
13a_4319,4,No
13a_4320,3,No
13a_4321,4,No
13a_4322,3,No
13a_4323,5,No
13a_4324,4,No
13a_4325,4,No
13a_4326,3,No
13a_4327,5,No
13a_4328,4,No
13a_4329,4,No
13a_4330,3,No
13a_4331,4,No
13a_4332,3,No
13a_4333,3,No
13a_4334,2,No
13a_4335,5,No
13a_4336,4,No
13a_4337,3,No
13a_4338,3,No
13a_4339,5,No
13a_4340,4,No
13a_4341,4,No
13a_4342,3,No
13a_4343,2,No
13a_4344,5,No
13a_4345,4,No
13a_4346,5,No
13a_4347,4,No
13a_4348,4,No
13a_4349,5,No
13a_4350,4,No
13a_4351,5,No
13a_4352,4,No
13a_4353,5,No
13a_4354,5,No
13a_4355,4,No
13a_4356,4,No
13a_4357,4,No
13a_4358,5,No
13a_4359,5,No
13a_4360,5,No
13a_4361,4,No
13a_4362,4,No
13a_4363,3,No
13a_4364,5,No
13a_4365,4,No
13a_4366,3,No
13a_4367,5,No
13a_4368,4,No
13a_4369,3,No
13a_4370,4,No
13a_4371,4,No
13a_4372,4,No
13a_4373,3,No
13a_4374,3,No
13a_4375,4,No
13a_4376,3,No
13a_4377,2,No
13a_4378,4,No
13a_4379,4,No
13a_4380,3,No
13a_4381,4,No
13a_4382,3,No
13a_4383,3,No
13a_4384,4,No
13a_4385,3,No
13a_4386,4,No
13a_4387,3,No
13a_4388,3,No
13a_4389,4,No
13a_4390,2,No
13a_4391,4,No
13a_4392,3,No
13a_4393,4,No
13a_4394,4,No
13a_4395,3,No
13a_4396,2,No
13a_4397,3,No
13a_4398,3,No
13a_4399,3,No
13a_4400,3,No
13a_4401,2,No
